Date;ETH;BTC;XRP;LTC;XLM
2016-01-01;0.948024;434.33;0.005955;3.51;0.001748
2016-01-02;0.937124;433.44;0.006065;3.5;0.001741
2016-01-03;0.971905;430.01;0.006017;3.48;0.001744
2016-01-04;0.95448;433.09;0.005958;3.5;0.001748
2016-01-05;0.950176;431.96;0.006044;3.47;0.001721
2016-01-06;0.95086;429.11;0.006003;3.45;0.001672
2016-01-07;0.942005;458.05;0.006039;3.6;0.001728
2016-01-08;0.986789;453.23;0.005933;3.57;0.001681
2016-01-09;0.986833;447.61;0.005982;3.56;0.001749
2016-01-10;0.999231;447.99;0.005956;3.54;0.001765
2016-01-11;1.06;448.43;0.005895;3.56;0.001739
2016-01-12;1.14;435.69;0.005854;3.49;0.001743
2016-01-13;1.13;432.37;0.005794;3.48;0.001824
2016-01-14;1.19;430.31;0.005529;3.47;0.001914
2016-01-15;1.21;364.33;0.005229;3;0.001737
2016-01-16;1.22;387.54;0.005112;3.09;0.001748
2016-01-17;1.33;382.3;0.005266;3.03;0.001714
2016-01-18;1.43;387.17;0.005326;3.05;0.001711
2016-01-19;1.37;380.15;0.005271;3.02;0.001826
2016-01-20;1.53;420.23;0.005381;3.39;0.001821
2016-01-21;1.55;410.26;0.005313;3.22;0.001738
2016-01-22;1.5;382.49;0.005114;3.08;0.001704
2016-01-23;1.97;387.49;0.00512;3.1;0.001696
2016-01-24;2.14;402.97;0.005219;3.18;0.001723
2016-01-25;2.5;391.73;0.005135;3.13;0.001709
2016-01-26;2.28;392.15;0.005419;3.15;0.001901
2016-01-27;2.39;394.97;0.006506;3.29;0.002235
2016-01-28;2.53;380.29;0.006226;3.12;0.001908
2016-01-29;2.49;379.47;0.00684;3.11;0.001888
2016-01-30;2.45;378.26;0.006634;3.08;0.001735
2016-01-31;2.31;368.77;0.006399;3.05;0.001776
2016-02-01;2.21;373.06;0.006542;3.08;0.001792
2016-02-02;2.44;374.45;0.006768;3.08;0.001796
2016-02-03;2.53;369.95;0.006883;3.05;0.001807
2016-02-04;2.58;389.59;0.00697;3.16;0.001803
2016-02-05;2.54;386.55;0.007262;3.14;0.001834
2016-02-06;2.53;376.52;0.007922;3.1;0.001864
2016-02-07;2.96;376.62;0.008338;3.09;0.001852
2016-02-08;3.18;373.45;0.007991;3.06;0.001841
2016-02-09;4.04;376.03;0.007815;3.08;0.001826
2016-02-10;4.44;381.65;0.007853;3.1;0.001849
2016-02-11;6.01;379.65;0.007815;3.08;0.001878
2016-02-12;5.55;384.26;0.007979;3.11;0.002344
2016-02-13;5.39;391.86;0.008257;3.13;0.002203
2016-02-14;5.24;407.23;0.00859;3.21;0.00219
2016-02-15;5.29;400.18;0.008631;3.18;0.002203
2016-02-16;4.32;407.49;0.008451;3.21;0.002649
2016-02-17;3.76;416.32;0.008138;3.24;0.002158
2016-02-18;4.4;422.37;0.007995;3.25;0.002122
2016-02-19;4.74;420.79;0.008245;3.25;0.00211
2016-02-20;4.34;437.16;0.008253;3.46;0.002101
2016-02-21;4.65;438.8;0.0081;3.46;0.002157
2016-02-22;5.62;437.75;0.00805;3.48;0.001976
2016-02-23;5.59;420.74;0.00797;3.4;0.001903
2016-02-24;6.24;424.95;0.008076;3.37;0.001959
2016-02-25;6.1;424.54;0.008027;3.37;0.001975
2016-02-26;5.92;432.15;0.008058;3.42;0.001943
2016-02-27;6.43;432.52;0.007972;3.41;0.002003
2016-02-28;6.47;433.5;0.007889;3.44;0.001981
2016-02-29;6.34;437.7;0.007923;3.45;0.001949
2016-03-01;7.65;435.12;0.008006;3.43;0.001909
2016-03-02;8.47;423.99;0.00803;3.37;0.001884
2016-03-03;9.29;421.65;0.008162;3.32;0.00189
2016-03-04;10.41;410.94;0.008096;3.25;0.001914
2016-03-05;11;400.57;0.007878;3.19;0.001824
2016-03-06;11.38;407.71;0.00786;3.22;0.001938
2016-03-07;9.55;414.32;0.007918;3.27;0.002392
2016-03-08;9.85;413.97;0.007949;3.25;0.002216
2016-03-09;11.9;414.86;0.008056;3.28;0.002229
2016-03-10;11.31;417.13;0.00819;3.29;0.002368
2016-03-11;11.08;421.69;0.008803;3.38;0.002567
2016-03-12;13.53;411.62;0.0087;3.29;0.00227
2016-03-13;14.48;414.07;0.008635;3.31;0.002177
2016-03-14;12.45;416.44;0.008479;3.3;0.002138
2016-03-15;13.01;416.83;0.008186;3.31;0.002193
2016-03-16;12.52;417.01;0.008178;3.31;0.002136
2016-03-17;11.08;420.62;0.008287;3.31;0.002147
2016-03-18;11;409.55;0.008119;3.17;0.00198
2016-03-19;10.53;410.44;0.008016;3.18;0.002015
2016-03-20;10.32;413.76;0.00796;3.21;0.002088
2016-03-21;11.86;413.31;0.008047;3.2;0.002074
2016-03-22;11.27;418.09;0.00811;3.23;0.002079
2016-03-23;12.42;418.04;0.008332;3.24;0.002174
2016-03-24;11.23;416.39;0.00823;3.22;0.00208
2016-03-25;10.74;417.18;0.008191;3.23;0.002076
2016-03-26;10.97;417.95;0.008066;3.23;0.002059
2016-03-27;10.42;426.77;0.008029;3.3;0.002027
2016-03-28;11.67;424.23;0.007564;3.26;0.002113
2016-03-29;11.66;416.52;0.007566;3.23;0.002087
2016-03-30;11.95;414.82;0.007332;3.22;0.002039
2016-03-31;11.4;416.73;0.007391;3.26;0.002027
2016-04-01;11.66;417.96;0.007418;3.24;0.002047
2016-04-02;11.6;420.87;0.007501;3.26;0.002089
2016-04-03;11.62;420.9;0.007503;3.26;0.00221
2016-04-04;11.16;421.44;0.007491;3.25;0.002294
2016-04-05;10.44;424.03;0.007474;3.25;0.00216
2016-04-06;10.69;423.41;0.007296;3.26;0.002163
2016-04-07;10.07;422.74;0.006875;3.25;0.002155
2016-04-08;9.72;420.35;0.006671;3.22;0.002184
2016-04-09;9.15;419.41;0.006288;3.22;0.002017
2016-04-10;8.94;421.56;0.005937;3.23;0.001882
2016-04-11;8.64;422.48;0.006048;3.24;0.001903
2016-04-12;7.44;425.19;0.005885;3.26;0.001871
2016-04-13;8.04;423.73;0.005695;3.24;0.001863
2016-04-14;8.39;424.28;0.006289;3.24;0.001877
2016-04-15;8.24;429.71;0.006424;3.28;0.001879
2016-04-16;8.61;430.57;0.00651;3.27;0.001922
2016-04-17;9.31;427.4;0.006499;3.26;0.001899
2016-04-18;9.04;428.59;0.006987;3.24;0.001903
2016-04-19;8.71;435.51;0.007118;3.29;0.001929
2016-04-20;8.47;441.39;0.007244;3.28;0.001928
2016-04-21;8.1;449.42;0.007433;3.35;0.001874
2016-04-22;7.82;445.74;0.007284;3.32;0.001917
2016-04-23;8.29;450.28;0.007346;3.33;0.001926
2016-04-24;8;458.55;0.007251;3.63;0.001912
2016-04-25;7.55;461.43;0.007283;3.81;0.001876
2016-04-26;7.4;466.09;0.007095;4.05;0.001819
2016-04-27;7.76;444.69;0.006725;3.89;0.001832
2016-04-28;7.17;449.01;0.006686;3.79;0.001904
2016-04-29;7.46;455.1;0.006759;3.81;0.001849
2016-04-30;8.81;448.32;0.006812;3.66;0.001852
2016-05-01;8.85;451.88;0.006791;3.71;0.001883
2016-05-02;10.16;444.67;0.006714;3.68;0.001868
2016-05-03;9.31;450.3;0.00656;3.74;0.001862
2016-05-04;9.41;446.72;0.006323;3.75;0.001865
2016-05-05;9.83;447.98;0.006193;3.71;0.00184
2016-05-06;9.35;459.6;0.006399;3.82;0.001829
2016-05-07;9.37;458.54;0.00649;3.95;0.001814
2016-05-08;9.48;458.55;0.006404;3.94;0.001796
2016-05-09;9.3;460.48;0.006399;4.06;0.001802
2016-05-10;9.36;450.89;0.006272;3.82;0.001774
2016-05-11;10;452.73;0.006189;3.88;0.001797
2016-05-12;10.06;454.77;0.006167;3.86;0.0018
2016-05-13;10.51;455.67;0.006109;3.93;0.00177
2016-05-14;10.24;455.67;0.006073;4.01;0.001781
2016-05-15;9.96;457.57;0.006061;4.06;0.001762
2016-05-16;11.17;454.16;0.006022;4.01;0.001724
2016-05-17;12.2;453.78;0.006023;3.98;0.001692
2016-05-18;13.56;454.62;0.006028;4;0.001711
2016-05-19;14.77;438.71;0.006032;3.83;0.001661
2016-05-20;13.64;442.68;0.006084;3.88;0.001649
2016-05-21;14.02;443.19;0.00599;3.95;0.001634
2016-05-22;14.29;439.32;0.005936;3.93;0.001626
2016-05-23;13.46;444.15;0.005909;3.97;0.001599
2016-05-24;12.73;445.98;0.005962;3.95;0.001608
2016-05-25;12.53;449.6;0.005756;4.05;0.00155
2016-05-26;12.43;453.38;0.005669;4.08;0.001489
2016-05-27;11.3;473.46;0.005679;4.5;0.001444
2016-05-28;11.89;530.04;0.005682;4.7;0.001476
2016-05-29;12.35;526.23;0.005662;4.61;0.001497
2016-05-30;12.73;533.86;0.005748;4.67;0.00151
2016-05-31;14.08;531.39;0.005706;4.65;0.001543
2016-06-01;14;536.92;0.005809;4.74;0.001525
2016-06-02;13.74;537.97;0.005766;4.72;0.001512
2016-06-03;13.85;569.19;0.005827;4.86;0.00153
2016-06-04;13.74;572.73;0.00578;4.81;0.001527
2016-06-05;13.98;574.98;0.005796;4.81;0.001498
2016-06-06;13.93;585.54;0.005769;4.96;0.001496
2016-06-07;14.51;576.6;0.00578;4.77;0.001488
2016-06-08;14.42;581.65;0.00577;4.75;0.001497
2016-06-09;14.4;574.63;0.005788;4.69;0.001587
2016-06-10;13.91;577.47;0.005736;4.84;0.001573
2016-06-11;14.19;606.73;0.005766;5.01;0.001576
2016-06-12;15.74;672.78;0.005852;5.33;0.00162
2016-06-13;17.6;704.38;0.005824;5.29;0.001561
2016-06-14;18.89;685.56;0.007105;5.2;0.001754
2016-06-15;18.35;694.47;0.006887;5.24;0.001668
2016-06-16;20.59;766.31;0.006676;5.66;0.001722
2016-06-17;15.38;748.91;0.006693;5.59;0.001697
2016-06-18;11.33;756.23;0.006604;5.56;0.001758
2016-06-19;12.23;763.78;0.006813;5.59;0.001831
2016-06-20;11.84;737.23;0.006626;5.29;0.001774
2016-06-21;13.31;666.65;0.006172;4.82;0.001711
2016-06-22;13.1;596.12;0.006495;3.91;0.00162
2016-06-23;13.68;623.98;0.006381;3.85;0.001666
2016-06-24;14.33;665.3;0.006434;4.28;0.001786
2016-06-25;14.28;665.12;0.006414;4.23;0.001788
2016-06-26;13.85;629.37;0.0064;4.07;0.002026
2016-06-27;13.88;655.28;0.006398;4.12;0.002657
2016-06-28;12.18;647;0.006773;4.1;0.002333
2016-06-29;12.61;639.89;0.006777;4.06;0.00204
2016-06-30;12.46;673.34;0.006657;4.19;0.002143
2016-07-01;12.2;676.3;0.006787;4.26;0.002035
2016-07-02;12.13;703.7;0.006699;4.59;0.00204
2016-07-03;11.72;658.66;0.006607;4.25;0.001928
2016-07-04;11.47;683.66;0.007028;4.54;0.001935
2016-07-05;10.61;670.63;0.006699;4.45;0.001869
2016-07-06;10.53;677.33;0.006691;4.47;0.001846
2016-07-07;10.11;640.56;0.006598;4.11;0.00174
2016-07-08;11.39;666.52;0.006715;4.22;0.00187
2016-07-09;10.97;650.96;0.006679;4.16;0.001763
2016-07-10;10.95;649.36;0.006674;4.1;0.001852
2016-07-11;10.46;647.66;0.006534;4.09;0.001809
2016-07-12;10.52;664.55;0.00635;4.15;0.001991
2016-07-13;10.5;654.47;0.006411;4.14;0.002164
2016-07-14;11.51;658.08;0.006385;4.15;0.002039
2016-07-15;11.95;663.26;0.006442;4.16;0.001977
2016-07-16;11.65;660.77;0.006572;4.13;0.001926
2016-07-17;11.16;679.46;0.006538;4.19;0.001925
2016-07-18;11.03;673.11;0.006482;4.15;0.001982
2016-07-19;11.62;672.86;0.006405;4.15;0.0019
2016-07-20;12.45;665.68;0.006395;4.13;0.001862
2016-07-21;12.65;665.01;0.006416;4.12;0.001839
2016-07-22;14.66;650.62;0.006303;4.04;0.001824
2016-07-23;14.3;655.56;0.006317;4.06;0.002084
2016-07-24;12.75;661.28;0.006286;4.07;0.002253
2016-07-25;13.84;654.1;0.006246;4.03;0.002143
2016-07-26;11.99;651.78;0.005998;3.97;0.001939
2016-07-27;12.97;654.35;0.005969;3.96;0.001931
2016-07-28;12.84;655.03;0.005974;3.97;0.001948
2016-07-29;12.79;656.99;0.006111;4.08;0.002013
2016-07-30;12.46;655.05;0.006121;4.06;0.00194
2016-07-31;11.88;624.68;0.005945;4.01;0.001916
2016-08-01;10.94;606.27;0.005906;3.86;0.001874
2016-08-02;8.79;547.47;0.00569;3.64;0.001736
2016-08-03;10.29;566.35;0.005646;3.72;0.001804
2016-08-04;11.04;578.29;0.005816;3.75;0.001879
2016-08-05;10.93;575.04;0.006447;3.73;0.0019
2016-08-06;10.88;587.78;0.006337;3.76;0.001956
2016-08-07;10.91;592.69;0.006178;3.78;0.001888
2016-08-08;11.25;591.05;0.006027;3.79;0.001848
2016-08-09;12.24;587.8;0.006163;3.76;0.001871
2016-08-10;12.14;592.1;0.006194;3.72;0.001892
2016-08-11;11.69;589.12;0.006189;3.74;0.001889
2016-08-12;11.78;587.56;0.006123;3.71;0.001831
2016-08-13;11.57;585.59;0.006092;3.71;0.002038
2016-08-14;11.19;570.47;0.005994;3.65;0.002005
2016-08-15;11.22;567.24;0.006045;3.58;0.002019
2016-08-16;11.14;577.44;0.00614;3.64;0.002016
2016-08-17;10.75;573.22;0.006109;3.6;0.001993
2016-08-18;10.76;574.32;0.006122;3.61;0.001976
2016-08-19;10.75;575.63;0.006119;3.6;0.001963
2016-08-20;11.25;581.7;0.006114;3.62;0.00193
2016-08-21;11.18;581.31;0.006052;3.62;0.001908
2016-08-22;11.12;586.75;0.006;3.66;0.001919
2016-08-23;11.03;583.41;0.006019;3.93;0.001878
2016-08-24;11.04;580.18;0.006052;3.86;0.001888
2016-08-25;11.36;577.76;0.006079;3.8;0.001874
2016-08-26;11.3;579.65;0.00603;3.83;0.001888
2016-08-27;11.15;569.95;0.005975;3.74;0.001862
2016-08-28;10.93;573.91;0.005963;3.74;0.001808
2016-08-29;10.98;574.11;0.006131;3.76;0.00183
2016-08-30;11.23;577.5;0.006026;3.8;0.00185
2016-08-31;11.67;575.47;0.006012;3.8;0.001906
2016-09-01;11.99;572.3;0.005984;3.83;0.001887
2016-09-02;12.11;575.54;0.00597;3.82;0.001885
2016-09-03;11.76;598.21;0.005964;3.89;0.001902
2016-09-04;11.68;608.63;0.005954;4.01;0.001934
2016-09-05;11.72;606.59;0.005932;3.98;0.001912
2016-09-06;11.69;610.44;0.005912;3.97;0.001925
2016-09-07;11.55;614.54;0.005892;3.97;0.001925
2016-09-08;11.35;626.32;0.005902;3.99;0.001931
2016-09-09;11.65;622.86;0.005869;3.97;0.00202
2016-09-10;12.17;623.51;0.00587;3.97;0.002032
2016-09-11;11.64;606.72;0.005842;3.86;0.001966
2016-09-12;11.89;608.24;0.005897;3.82;0.00194
2016-09-13;11.92;609.24;0.005886;3.82;0.001951
2016-09-14;11.92;610.68;0.005961;3.83;0.001963
2016-09-15;11.94;607.16;0.008303;3.81;0.002319
2016-09-16;12.56;606.97;0.007446;3.81;0.002082
2016-09-17;12.7;605.98;0.007018;3.81;0.002162
2016-09-18;12.43;609.87;0.006853;4.04;0.00209
2016-09-19;13.19;609.23;0.006858;3.83;0.002127
2016-09-20;14.43;608.31;0.006785;3.84;0.002052
2016-09-21;13.77;597.15;0.006829;3.84;0.002085
2016-09-22;13.25;596.3;0.006843;3.77;0.002138
2016-09-23;13.33;602.84;0.007211;3.81;0.002083
2016-09-24;12.88;602.63;0.007362;3.81;0.002219
2016-09-25;13.1;600.83;0.007855;3.81;0.002454
2016-09-26;12.82;608.04;0.007963;3.86;0.002385
2016-09-27;13.1;606.17;0.008229;3.85;0.002549
2016-09-28;13.27;604.73;0.009048;3.84;0.003149
2016-09-29;13.07;605.69;0.008914;3.85;0.003066
2016-09-30;13.22;609.73;0.00883;3.84;0.002847
2016-10-01;13.17;613.98;0.008205;3.85;0.002763
2016-10-02;13.2;610.89;0.008165;3.84;0.002867
2016-10-03;13.45;612.13;0.008089;3.84;0.00271
2016-10-04;13.28;610.2;0.007853;3.82;0.00259
2016-10-05;13.04;612.51;0.007435;3.84;0.002485
2016-10-06;12.85;613.02;0.007382;3.85;0.002306
2016-10-07;12.67;617.12;0.007377;3.86;0.002374
2016-10-08;12.22;619.11;0.00731;3.84;0.002317
2016-10-09;12.05;616.75;0.007543;3.82;0.002376
2016-10-10;11.76;618.99;0.007978;3.8;0.002466
2016-10-11;11.79;641.07;0.008234;3.82;0.002679
2016-10-12;11.93;636.19;0.007949;3.76;0.002637
2016-10-13;11.96;636.79;0.007982;3.91;0.002539
2016-10-14;11.94;640.38;0.008767;3.9;0.002479
2016-10-15;11.98;638.65;0.008146;3.87;0.002439
2016-10-16;11.95;641.63;0.008078;3.89;0.002418
2016-10-17;12.01;639.19;0.00803;3.91;0.002291
2016-10-18;12.59;637.96;0.00835;3.84;0.002388
2016-10-19;12.02;630.52;0.008627;3.8;0.002339
2016-10-20;12.1;630.86;0.009092;3.78;0.00267
2016-10-21;12.18;632.83;0.009029;3.81;0.002476
2016-10-22;12.07;657.29;0.008972;3.89;0.002407
2016-10-23;12.04;657.07;0.009454;3.92;0.002438
2016-10-24;11.97;653.76;0.009065;3.87;0.002471
2016-10-25;11.41;657.59;0.008891;3.9;0.002357
2016-10-26;11.53;678.3;0.008835;3.96;0.002338
2016-10-27;11.5;688.31;0.008481;4.02;0.002176
2016-10-28;11.09;689.65;0.008143;3.97;0.002095
2016-10-29;10.44;714.48;0.007732;4.09;0.001957
2016-10-30;11.18;701.86;0.008014;4.03;0.002127
2016-10-31;11;700.97;0.008196;3.99;0.002088
2016-11-01;10.77;729.79;0.008102;4.09;0.001976
2016-11-02;10.75;740.83;0.008222;4.1;0.002023
2016-11-03;10.8;688.7;0.008021;3.86;0.001994
2016-11-04;11.09;703.23;0.008157;3.88;0.001999
2016-11-05;11;703.42;0.00823;3.87;0.002021
2016-11-06;10.87;711.52;0.008193;3.89;0.001959
2016-11-07;10.81;703.13;0.008108;3.84;0.002013
2016-11-08;10.83;709.85;0.008206;3.84;0.001986
2016-11-09;10.66;723.27;0.008079;3.86;0.001968
2016-11-10;10.52;715.53;0.008136;3.82;0.001948
2016-11-11;10.29;716.41;0.008065;3.82;0.001913
2016-11-12;9.88;705.05;0.008044;3.76;0.001899
2016-11-13;10.1;702.03;0.008257;3.88;0.001896
2016-11-14;9.97;705.02;0.008098;3.88;0.00188
2016-11-15;10.22;711.62;0.007881;3.89;0.001853
2016-11-16;10.06;744.2;0.007842;4.02;0.001772
2016-11-17;9.99;740.98;0.007727;3.94;0.00182
2016-11-18;9.48;751.59;0.007778;3.96;0.001807
2016-11-19;9.66;751.62;0.007799;3.95;0.001796
2016-11-20;9.58;731.03;0.007651;3.92;0.00176
2016-11-21;9.62;739.25;0.007566;3.94;0.001755
2016-11-22;9.91;751.35;0.007434;3.95;0.001735
2016-11-23;9.84;744.59;0.007061;3.93;0.001733
2016-11-24;9.23;740.29;0.00695;3.91;0.001691
2016-11-25;9.4;741.65;0.006902;3.92;0.001722
2016-11-26;9.33;735.38;0.00739;3.89;0.001649
2016-11-27;9;732.03;0.007074;3.88;0.001665
2016-11-28;8.72;735.81;0.007008;3.88;0.001655
2016-11-29;8.17;735.6;0.00678;3.87;0.001667
2016-11-30;8.59;745.69;0.006723;3.89;0.001629
2016-12-01;8.45;756.77;0.006702;3.91;0.001619
2016-12-02;7.76;777.94;0.00666;3.95;0.001529
2016-12-03;7.92;771.16;0.006588;3.92;0.001592
2016-12-04;7.44;773.87;0.006527;3.9;0.001532
2016-12-05;6.82;758.7;0.006434;3.53;0.001542
2016-12-06;7.87;764.22;0.006655;3.54;0.002666
2016-12-07;8.38;768.13;0.006851;3.62;0.002767
2016-12-08;8.23;770.81;0.007097;3.69;0.002421
2016-12-09;8.45;772.79;0.007135;3.69;0.002545
2016-12-10;8.13;774.65;0.006816;3.68;0.002233
2016-12-11;8.19;769.73;0.006744;3.64;0.002353
2016-12-12;8.52;780.09;0.006778;3.66;0.002272
2016-12-13;8.42;780.56;0.006708;3.65;0.002158
2016-12-14;8.27;781.48;0.006705;3.62;0.00215
2016-12-15;7.83;778.09;0.006662;3.62;0.002802
2016-12-16;7.86;784.91;0.00671;3.63;0.003123
2016-12-17;7.88;790.83;0.006541;3.7;0.002772
2016-12-18;7.87;790.53;0.006574;3.68;0.0029
2016-12-19;7.64;792.71;0.006545;3.66;0.002868
2016-12-20;7.66;800.88;0.0065;3.66;0.002836
2016-12-21;7.91;834.28;0.006445;3.65;0.00281
2016-12-22;7.59;864.54;0.006363;3.71;0.002751
2016-12-23;7.17;921.98;0.006286;4.66;0.002646
